ID,LIMIT_BAL,MARITAL,EDUCATION,SEX,AGE,DELAY1,DELAY2,BILLING1,BILLING2,PAYMENT1,PAYMENT2,TARGET
6970,10000,Married,Univ,Female,46,0,0,8671,6613,1265,1300,0
6971,60000,Single,GradSch,Female,46,0,0,2802,0,0,0,0
6972,60000,Single,HighSch,Female,42,0,0,1507,0,0,11305,0
6973,50000,Single,Univ,Male,42,0,0,15519,19520,5000,2300,0
6974,1.00E+05,Married,Univ,Male,48,1,2,96310,78965,0,2600,0
6975,180000,Single,Univ,Female,46,0,0,4000,6028,6028,6028,0
6976,150000,Single,Univ,Female,49,0,0,508,1155,1166,1873,0
6977,350000,Married,Other,Female,41,0,0,355310,337523,13671,12678,0
6978,340000,Single,HighSch,Female,48,1,0,0,0,0,0,0
6979,620000,Single,HighSch,Female,41,0,0,1966,35703,35703,1241,0
6980,50000,Single,Univ,Female,45,0,0,50029,48347,2100,2000,0
6981,220000,Single,HighSch,Female,43,0,0,2731,3403,3403,5990,0
6982,370000,Married,GradSch,Female,45,0,0,5886,4821,8190,6000,0
6983,30000,Single,Univ,Female,45,2,0,174,1995,1995,3530,0
6984,190000,Single,HighSch,Female,44,0,0,8010,922,922,3208,0
6985,10000,Single,GradSch,Male,46,0,0,4797,6457,2400,0,0
6986,4.00E+05,Married,HighSch,Female,46,0,0,3616,0,0,6656,0
6987,440000,Married,Univ,Female,44,0,0,70548,42651,20000,0,0
6988,580000,Married,HighSch,Male,37,0,0,9238,0,0,1758,0
6989,170000,Married,Univ,Female,43,0,0,326,326,326,326,0
6990,30000,Single,HighSch,Female,46,0,0,3924,4972,1099,1000,0
6991,360000,Single,HighSch,Male,54,0,0,2010,2936,2936,640,0
6992,2.00E+05,Married,GradSch,Female,49,0,0,187610,188072,10000,17014,0
6993,5.00E+05,Single,HighSch,Male,48,0,0,4814,12939,13275,19522,0
6994,110000,Single,HighSch,Male,51,0,0,64767,67724,6000,2000,0
6995,80000,Single,Univ,Male,45,1,0,0,0,0,0,0
6996,120000,Single,HighSch,Female,51,0,0,18955,18973,1315,1169,0
6997,80000,Married,Univ,Male,43,0,0,37712,38713,1626,1663,0
6998,280000,Single,HighSch,Male,45,0,0,-1,-1,0,0,0
6999,310000,Single,HighSch,Male,47,0,0,995,988,993,1005,0
7000,30000,Single,Univ,Male,46,2,2,19992,21055,1700,1700,0
7001,5.00E+05,Single,Univ,Male,48,0,0,71731,75357,25487,80389,0
7002,50000,Single,Univ,Female,46,1,2,50867,51486,1710,136,0
7003,150000,Married,GradSch,Female,48,0,0,3644,875,875,2162,0
7004,70000,Single,HighSch,Male,43,0,0,134781,69502,6012,1936,0
7005,280000,Single,HighSch,Female,49,0,0,6494,28723,28723,9432,0
7006,2.00E+05,Married,HighSch,Female,41,0,0,12367,13732,2000,1513,0
7007,60000,Single,HighSch,Male,43,0,0,31462,31499,6037,5084,0
7008,490000,Married,GradSch,Male,43,0,0,108157,107692,4056,3993,0
7009,50000,Single,Univ,Male,44,0,0,40710,42736,3000,1729,0
7010,1.00E+05,Single,GradSch,Male,42,0,0,20116,19319,4000,2000,0
7011,160000,Single,HighSch,Female,47,0,0,146433,107604,4500,4400,0
7012,140000,Married,Univ,Male,43,0,0,70649,72069,3100,3140,0
7013,50000,Single,Univ,Male,48,0,0,1530,750,750,1140,0
7014,50000,Single,GradSch,Female,40,1,3,40527,42066,2500,0,0
7015,5.00E+05,Single,HighSch,Female,45,0,0,113466,116857,12197,15263,0
7016,170000,Single,GradSch,Male,42,0,0,167077,170965,12275,10000,0
7017,2.00E+05,Married,HighSch,Female,44,0,0,10118,2105,2106,486,0
7018,140000,Married,Univ,Female,50,0,0,41547,40925,2000,1800,0
7019,240000,Single,Univ,Male,41,0,0,226047,230787,10000,11000,0
7020,120000,Married,HighSch,Male,44,0,2,1082,632,0,1350,0
7021,30000,Married,Univ,Female,42,0,0,390,780,780,0,0
7022,80000,Married,Univ,Female,45,0,0,4762,3235,1000,1970,0
7023,30000,Single,Univ,Female,41,1,2,22167,22474,1000,150,0
7024,130000,Married,GradSch,Female,52,0,0,132571,-829,0,0,0
7025,4.00E+05,Married,GradSch,Male,47,0,0,145801,134269,6100,26621,0
7026,280000,Single,Univ,Male,49,2,2,106907,110550,6900,6600,0
7027,120000,Married,HighSch,Female,42,1,0,0,0,0,0,0
7028,360000,Married,HighSch,Female,45,1,0,0,0,0,0,0
7029,290000,Single,HighSch,Female,44,0,0,578,7124,7129,7620,0
7030,20000,Married,GradSch,Male,40,0,0,19522,23249,4358,16730,0
7031,90000,Single,Univ,Male,46,0,0,43314,44354,2037,2055,0
7032,3.00E+05,Married,HighSch,Male,45,1,2,32643,33427,1600,0,0
7033,290000,Married,HighSch,Male,50,2,0,170953,170747,546,1002,0
7034,70000,Single,Univ,Female,48,0,0,44830,46185,2100,2079,0
7035,180000,Single,HighSch,Male,44,0,0,13895,14385,5000,3000,0
7036,1.00E+05,Single,Univ,Female,42,0,0,24110,10497,2000,20159,0
7037,160000,Married,Univ,Female,50,0,0,31666,31865,3000,3000,0
7038,50000,Single,HighSch,Male,45,0,0,4999,5913,1000,1500,0
7039,250000,Single,HighSch,Male,39,0,0,777,-3,0,775,0
7040,50000,Single,HighSch,Male,39,0,0,13185,5070,1255,2000,0
7041,2.00E+05,Single,GradSch,Female,43,0,0,7930,5790,1343,5033,0
7042,30000,Single,Univ,Male,49,0,0,29770,27400,6000,2273,0
7043,380000,Married,HighSch,Female,47,0,0,6614,54457,49094,0,0
7044,50000,Single,GradSch,Male,45,0,0,40151,38951,2000,2000,0
7045,50000,Married,GradSch,Male,42,1,2,7839,8761,1200,0,0
7046,40000,Married,Univ,Female,53,0,0,39940,40581,2000,2000,0
7047,320000,Single,Univ,Male,45,0,0,29668,30282,1353,1224,0
7048,290000,Single,Univ,Female,37,0,0,0,1591,1591,0,0
7049,5.00E+05,Single,Univ,Female,53,0,0,374776,26890,27024,12930,0
7050,50000,Single,Univ,Female,42,0,0,26159,27222,1800,1500,0
7051,240000,Married,Univ,Male,42,0,0,11278,14070,3000,2000,0
7052,80000,Single,HighSch,Male,47,0,0,2109,1257,1257,466,0
7053,20000,Single,Univ,Male,37,0,0,15221,17847,3287,1313,0
7054,80000,Married,Univ,Female,47,0,0,0,0,0,0,0
7055,50000,Married,Univ,Male,43,0,0,13917,16695,3000,5000,0
7056,3.00E+05,Married,Univ,Male,47,0,0,163033,140472,5505,5000,0
7057,30000,Single,GradSch,Male,50,0,0,11064,10030,1159,1159,0
7058,120000,Single,HighSch,Male,49,0,0,880,880,880,880,0
7059,50000,Single,HighSch,Male,45,0,0,41761,44689,4000,4000,0
7060,80000,Married,GradSch,Female,40,0,0,80260,82116,3750,3520,0
7061,30000,Single,GradSch,Female,49,4,4,15947,15410,0,0,0
7062,70000,Single,Univ,Male,41,0,0,66888,69306,4000,1704,0
7063,70000,Single,HighSch,Female,46,0,0,66867,66502,3020,5040,0
7064,350000,Single,HighSch,Male,42,0,0,10900,10478,10530,0,0
7065,2.00E+05,Married,GradSch,Female,50,0,0,34760,37871,4000,3000,0
7066,450000,Single,Univ,Female,42,0,0,12050,13500,13551,6364,0
7067,20000,Single,GradSch,Female,46,0,0,5103,3773,3773,10139,0
7068,50000,Married,GradSch,Male,47,0,0,35713,15392,1561,1268,0
7069,240000,Single,Univ,Male,43,0,0,47379,49274,3000,3000,0
7070,140000,Single,Other,Female,45,0,0,91485,78704,3009,3411,0
7071,50000,Single,HighSch,Male,49,0,0,22551,18975,1296,1318,0
7072,340000,Married,HighSch,Female,44,1,0,0,544,544,4881,0
7073,110000,Married,Univ,Female,46,0,0,93466,87748,4438,76000,0
7074,180000,Single,HighSch,Female,47,0,0,64008,3414,3414,1500,0
7075,360000,Single,HighSch,Female,43,1,0,0,0,0,0,0
7076,40000,Single,HighSch,Male,39,0,0,33075,34221,2000,2500,0
7077,40000,Single,Univ,Female,39,0,0,37423,40742,3967,0,0
7078,20000,Married,Univ,Female,48,1,2,18931,18329,0,1414,0
7079,20000,Single,HighSch,Male,45,0,0,14697,11983,12483,4098,0
7080,180000,Single,Univ,Male,42,0,0,134168,120734,4345,5966,0
7081,450000,Married,HighSch,Female,47,0,0,2663,3146,2146,1623,0
7082,250000,Single,HighSch,Male,43,0,0,2729,2538,2543,6247,0
7083,340000,Married,Univ,Female,51,0,0,284099,286067,11000,10005,0
7084,5.00E+05,Single,HighSch,Male,47,1,0,0,0,0,399,0
7085,210000,Single,HighSch,Female,40,0,0,0,0,0,0,0
7086,320000,Single,HighSch,Female,51,0,0,227927,218565,10000,10000,0
7087,120000,Married,HighSch,Female,44,1,0,-110,16390,16500,0,0
7088,2.00E+05,Single,GradSch,Male,48,0,0,195507,182942,7048,6000,0
7089,1.00E+05,Married,Univ,Female,49,0,0,1962,4911,3000,1106,0
7090,130000,Married,GradSch,Female,39,0,0,40331,43929,5000,3390,0
7091,260000,Married,HighSch,Female,43,1,0,0,0,0,0,0
7092,290000,Married,Univ,Male,43,0,0,209265,215887,10000,10000,0
7093,250000,Single,HighSch,Female,42,0,0,93163,96024,4409,3023,0
7094,30000,Single,Univ,Female,41,0,0,27376,27639,1500,3608,0
7095,50000,Married,Univ,Female,42,1,2,51377,50253,0,2424,0
7096,230000,Single,HighSch,Female,50,0,0,49279,4646,4674,5449,0
7097,380000,Single,Univ,Male,48,0,0,194314,179206,9010,35000,0
7098,50000,Married,HighSch,Male,46,0,0,34384,35503,2000,4000,0
7099,2.00E+05,Married,HighSch,Female,47,0,0,-200,-200,0,0,0
7100,230000,Single,Univ,Male,46,0,0,11343,17143,7000,1249,0
7101,2.00E+05,Married,Univ,Female,44,0,0,6981,678,1000,1350,0
7102,180000,Married,Univ,Female,42,0,0,65710,58159,2500,3000,0
7103,4.00E+05,Single,HighSch,Female,46,0,0,203,767,770,667,0
7104,230000,Married,Other,Female,48,0,0,4793,6277,6336,3447,0
7105,1.00E+05,Married,Univ,Female,44,1,2,23384,22722,0,2569,0
7106,20000,Married,GradSch,Female,41,0,0,10665,637,637,11869,0
7107,350000,Married,HighSch,Female,48,0,0,7914,4221,4221,23916,0
7108,280000,Married,Univ,Female,41,0,0,256675,253682,13000,11000,0
7109,80000,Single,HighSch,Female,46,0,0,8766,4777,1600,0,0
7110,310000,Single,Univ,Female,41,0,0,203519,182513,6373,5600,0
7111,50000,Single,HighSch,Male,44,0,0,31170,20413,2005,1206,0
7112,390000,Single,Univ,Male,46,0,0,65354,70758,20000,14000,0
7113,80000,Single,Univ,Female,46,0,0,77479,77057,3631,3177,0
7114,50000,Single,HighSch,Male,44,4,3,37570,36705,0,1400,0
7115,260000,Married,Univ,Female,45,0,0,134736,135593,6067,10000,0
7116,260000,Married,Univ,Female,44,0,0,195465,199338,8400,8800,0
7117,280000,Single,Other,Female,44,0,0,4567,5724,2500,3000,0
7118,150000,Single,Univ,Male,46,0,0,149931,152915,5500,5513,0
7119,5.00E+05,Single,Univ,Female,49,0,0,319082,0,8752,0,0
7120,1.00E+05,Married,GradSch,Female,45,0,0,2178,4944,7300,0,0
7121,180000,Single,HighSch,Male,43,0,0,17426,29047,12000,2000,0
7122,250000,Single,HighSch,Female,39,0,0,4673,16014,17381,4063,0
7123,210000,Married,Univ,Female,46,0,0,134664,136326,6006,5005,0
7124,280000,Married,HighSch,Male,43,1,0,0,0,0,0,0
7125,50000,Single,HighSch,Male,51,2,0,9159,10474,1500,1508,0
7126,50000,Married,GradSch,Male,50,0,0,10825,11377,1500,1155,0
7127,120000,Married,Univ,Female,36,0,0,1686,657,657,2319,0
7128,50000,Single,Univ,Male,45,1,0,0,0,0,0,0
7129,280000,Single,HighSch,Female,45,1,0,0,0,0,0,0
7130,3.00E+05,Single,Univ,Female,42,0,0,297890,216495,7800,8705,0
7131,340000,Single,GradSch,Female,48,0,0,49467,50551,1880,3819,0
7132,50000,Married,Univ,Female,56,0,0,10929,13262,2526,1237,0
7133,2.00E+05,Married,Univ,Male,45,0,0,208835,202673,7313,7157,0
7134,60000,Single,HighSch,Female,45,1,0,0,3947,3947,5691,0
7135,230000,Married,HighSch,Female,42,0,0,3240,0,0,0,0
7136,20000,Single,Univ,Male,43,0,0,6111,10479,4500,0,0
7137,50000,Single,Univ,Male,45,0,0,48536,41045,3030,2124,0
7138,220000,Single,HighSch,Male,42,0,2,792,396,0,396,0
7139,5.00E+05,Single,HighSch,Female,42,0,0,161716,143382,6018,5198,0
7140,20000,Single,HighSch,Male,46,0,0,5565,6841,1276,1288,0
7141,240000,Married,HighSch,Male,48,0,0,67120,68473,2200,2263,0
7142,20000,Single,Univ,Male,50,0,0,10768,12087,1502,1530,0
7143,1.00E+05,Married,Univ,Female,51,0,0,65917,67673,4000,3000,0
7144,160000,Married,HighSch,Female,51,0,0,24411,7944,7944,1080,0
7145,120000,Single,Univ,Female,36,0,0,4180,5100,1000,0,0
7146,140000,Single,Univ,Female,41,0,0,176,395,395,1204,0
7147,460000,Single,HighSch,Female,48,0,0,89095,93634,6000,20000,0
7148,50000,Single,Univ,Female,45,0,0,50099,17402,1291,2000,0
7149,90000,Single,Univ,Male,42,0,0,64497,49929,2297,2406,0
7150,260000,Married,Univ,Male,49,0,0,3814,2688,2861,500,0
7151,110000,Married,Univ,Female,43,1,2,102884,100388,0,6000,0
7152,130000,Married,HighSch,Male,47,0,0,23970,23181,1288,1700,0
7153,70000,Single,HighSch,Female,47,0,0,70888,63903,2900,3000,0
7154,110000,Married,Univ,Female,43,1,1,9787,-1256,5,68500,0
7155,240000,Single,HighSch,Male,46,0,0,116058,117196,4500,6000,0
7156,30000,Single,Univ,Male,42,0,0,25724,29638,5300,0,0
7157,180000,Single,Univ,Female,41,1,2,180373,176063,0,7632,0
7158,280000,Married,Univ,Female,49,0,0,207966,209146,5078,5069,0
7159,1.00E+05,Single,HighSch,Female,48,0,0,100296,97239,3703,4091,0
7160,20000,Single,GradSch,Male,47,0,0,9186,9459,1200,1200,0
7161,50000,Single,HighSch,Female,45,0,0,11684,45135,45135,34539,0
7162,140000,Married,GradSch,Female,45,0,0,1247,1654,1654,840,0
7163,360000,Single,Univ,Female,50,0,0,158277,203726,50000,1.00E+05,0
7164,50000,Single,Univ,Male,48,0,0,23051,18190,2719,0,0
7165,2.00E+05,Single,HighSch,Female,44,0,0,0,0,0,0,0
7166,50000,Single,HighSch,Male,41,0,0,49654,49917,1600,2310,0
7167,30000,Married,Univ,Female,46,0,0,3656,0,0,0,0
7168,140000,Single,HighSch,Female,49,1,2,149389,145757,0,5350,0
7169,1.00E+05,Married,Univ,Male,46,0,0,11574,14570,3500,2000,0
7170,460000,Single,HighSch,Female,41,0,0,14460,8869,8869,23664,0
7171,30000,Single,GradSch,Female,47,0,0,27838,30715,3330,0,0
7172,2.00E+05,Married,Univ,Female,42,0,0,326,645,645,586,0
7173,10000,Single,Univ,Male,49,4,3,5365,5731,600,600,0
7174,170000,Single,Univ,Female,40,0,0,10072,2417,2417,199,0
7175,50000,Single,HighSch,Male,42,0,0,18164,19456,1900,1645,0
7176,320000,Married,Univ,Female,44,0,0,2555,7065,7100,651,0
7177,220000,Married,GradSch,Female,45,0,0,120622,111593,4803,4604,0
7178,270000,Single,HighSch,Male,44,0,0,0,0,0,1100,0
7179,70000,Married,GradSch,Female,45,0,0,9633,11462,2000,3000,0
7180,310000,Single,Univ,Female,51,0,0,87559,74929,3000,3022,0
7181,50000,Single,Univ,Female,51,0,0,20821,11864,1190,2000,0
7182,50000,Married,Univ,Female,48,0,0,11351,11449,1150,1012,0
7183,1.00E+05,Married,Univ,Male,50,0,0,66195,62771,2303,3000,0
7184,130000,Single,Univ,Female,43,2,2,119378,121993,6000,5000,0
7185,210000,Married,HighSch,Female,46,0,0,0,70,70,24259,0
7186,80000,Single,HighSch,Female,49,0,0,1174,0,0,0,0
7187,1.00E+05,Single,Univ,Male,48,0,0,32480,33237,1600,1600,0
7188,2.00E+05,Single,GradSch,Female,45,0,0,22629,24943,3000,3000,0
7189,190000,Married,GradSch,Male,50,2,2,186797,191210,9000,9000,0
7190,50000,Single,Univ,Male,47,0,0,47990,43288,1997,2278,0
7191,2.00E+05,Married,GradSch,Female,41,0,0,158809,150904,5380,5141,0
7192,140000,Single,GradSch,Male,43,0,0,7307,11718,5000,3000,0
7193,360000,Single,Univ,Female,50,1,0,0,0,0,0,0
7194,180000,Single,HighSch,Female,45,0,0,-30,2200,2230,5643,0
7195,190000,Single,GradSch,Male,45,0,0,170928,170290,6500,8031,0
7196,160000,Single,Univ,Male,50,0,0,128809,127595,5000,4000,0
7197,350000,Married,HighSch,Male,45,0,0,83393,10237,10237,14580,0
7198,320000,Single,HighSch,Female,45,0,0,1999,729,730,2472,0
7199,50000,Single,Univ,Female,42,0,0,49078,51063,3800,0,0
7200,210000,Married,HighSch,Male,44,0,0,840,1665,1665,610,0
7201,140000,Single,Univ,Female,47,0,0,137326,138119,6400,6600,0
7202,130000,Single,HighSch,Male,39,0,0,32464,33805,1867,1872,0
7203,2.00E+05,Single,HighSch,Male,46,0,0,151819,154914,6000,5769,0
7204,160000,Single,HighSch,Female,48,1,0,-146,15414,17833,2252,0
7205,360000,Married,HighSch,Female,43,0,0,2500,0,0,0,0
7206,270000,Married,HighSch,Male,45,0,0,6532,3904,3923,8537,0
7207,240000,Single,HighSch,Male,38,0,0,15432,10835,10851,22258,0
7208,140000,Married,Univ,Male,48,0,0,57607,60676,4000,5000,0
7209,280000,Single,HighSch,Male,47,0,0,212093,220586,18685,15038,0
7210,210000,Married,GradSch,Female,40,0,0,124147,81641,5000,5000,0
7211,50000,Single,Univ,Male,47,1,0,0,1054,1054,1448,0
7212,30000,Single,Univ,Male,46,1,3,25601,26886,2000,0,0
7213,80000,Married,Univ,Female,48,0,0,74228,76138,3500,2000,0
7214,50000,Single,Univ,Male,48,0,0,43793,41739,1651,1650,0
7215,30000,Single,HighSch,Female,47,0,0,13568,3166,3166,821,0
7216,2.00E+05,Married,Univ,Male,44,0,0,5440,7268,2000,0,0
7217,5.00E+05,Married,GradSch,Female,46,0,0,338,338,338,98,0
7218,220000,Single,HighSch,Male,43,0,0,216096,189566,10110,12000,0
7219,80000,Married,Univ,Female,44,0,0,48784,46401,2194,1560,0
7220,120000,Single,Univ,Female,50,0,0,792,0,0,792,0
7221,290000,Married,GradSch,Female,46,0,0,161623,166345,11200,6000,0
7222,60000,Married,Univ,Female,46,4,4,54506,56998,4000,3601,0
7223,230000,Married,HighSch,Female,49,0,0,4259,5432,1250,1000,0
7224,20000,Single,GradSch,Male,41,1,2,18953,14043,18,1600,0
7225,80000,Single,HighSch,Female,51,0,0,3940,4115,4117,84,0
7226,50000,Single,GradSch,Male,40,0,0,43702,44979,2000,2501,0
7227,5.00E+05,Married,HighSch,Male,43,0,0,29365,94120,94135,36575,0
7228,210000,Single,HighSch,Male,47,1,0,-36,-18,0,0,0
7229,390000,Single,HighSch,Female,47,0,0,450,1540,1540,690,0
7230,170000,Married,Univ,Female,50,0,0,50104,32978,2000,2009,0
7231,360000,Married,GradSch,Male,45,1,0,0,4359,4359,328,0
7232,270000,Married,Univ,Female,49,0,0,106600,109383,4500,5800,0
7233,360000,Single,Univ,Female,44,0,0,58653,56329,5886,4054,0
7234,5.00E+05,Married,Univ,Male,48,0,0,378886,382234,15057,11035,0
7235,50000,Married,HighSch,Male,49,0,0,50404,50782,2300,1440,0
7236,210000,Married,GradSch,Female,40,0,0,1168,1511,1511,0,0
7237,80000,Married,GradSch,Female,43,0,0,78573,69116,3001,2500,0
7238,30000,Single,GradSch,Male,46,0,0,22629,11332,5002,5003,0
7239,1.00E+05,Single,HighSch,Female,50,0,0,-177,-207,0,1257,0
7240,180000,Single,Univ,Female,40,0,0,2875,0,0,2125,0
7241,50000,Single,Univ,Male,48,0,0,11391,8081,1286,10048,0
7242,120000,Single,Univ,Male,42,0,0,77413,70630,5000,3000,0
7243,180000,Single,HighSch,Male,42,2,2,2400,2400,0,0,0
7244,2.00E+05,Married,Univ,Male,50,0,0,63182,44876,1765,10007,0
7245,1.00E+05,Married,Univ,Female,43,2,2,36414,37516,2000,2000,0
7246,1.00E+05,Married,Univ,Male,48,0,2,102349,96847,3166,0,0
7247,280000,Married,Univ,Male,47,0,0,2035,11009,11009,9370,0
7248,170000,Married,HighSch,Male,48,2,0,360,360,360,360,0
7249,380000,Married,HighSch,Male,49,0,0,15019,4162,4472,2107,0
7250,2.00E+05,Married,GradSch,Female,51,0,0,3600,-4,4,0,0
7251,80000,Married,Univ,Female,48,0,0,390,0,0,1151,0
7252,20000,Single,HighSch,Female,46,0,0,0,0,0,0,0
7253,1.00E+05,Single,HighSch,Male,41,0,0,83831,85586,4000,4037,0
7254,390000,Single,Univ,Female,42,0,0,27918,3115,3145,278505,0
7255,70000,Single,GradSch,Female,50,0,0,70251,29481,2000,1200,0
7256,20000,Single,HighSch,Male,45,0,0,20571,19089,1323,1600,0
7257,140000,Married,Univ,Female,43,0,0,696,696,696,696,0
7258,250000,Single,HighSch,Male,48,0,0,98727,102134,5000,6000,0
7259,250000,Single,Univ,Female,46,0,0,5211,5211,5211,6282,0
7260,320000,Single,Univ,Female,45,0,0,3690,3720,3720,4206,0
7261,290000,Married,Univ,Male,52,0,0,196566,168372,7800,7839,0
7262,1.00E+05,Married,Univ,Male,46,1,2,99823,96932,0,3579,0
7263,30000,Single,Univ,Female,48,0,0,13271,9277,2015,2655,0
7264,290000,Married,GradSch,Female,46,0,0,73612,44236,2207,1000,0
7265,5.00E+05,Married,HighSch,Male,46,0,0,3580,18785,18785,10742,0
7266,170000,Single,HighSch,Male,45,1,2,23535,22876,0,3503,0
7267,2.00E+05,Single,HighSch,Male,45,0,0,1431,1491,1491,1326,0
7268,50000,Single,GradSch,Male,43,1,0,0,0,0,0,0
7269,50000,Single,Univ,Female,45,1,0,30382,45888,54608,7060,0
7270,230000,Single,HighSch,Female,43,0,0,106984,102650,4650,0,0
7271,50000,Single,Univ,Male,46,0,0,45708,48316,6000,0,0
7272,1.00E+05,Married,GradSch,Female,44,0,0,97763,93834,4500,3000,0
7273,140000,Married,Univ,Male,44,0,0,136032,139118,5400,5000,0
7274,330000,Single,HighSch,Male,46,0,0,-10,-10,0,0,0
7275,90000,Married,Univ,Female,41,0,0,692,392,394,332,0
7276,240000,Married,GradSch,Male,47,0,0,8936,1649,1658,3010,0
7277,310000,Married,HighSch,Male,50,1,0,166517,18901,150000,1500,0
7278,50000,Married,HighSch,Male,44,0,0,264,528,528,0,0
7279,5.00E+05,Single,GradSch,Male,43,0,0,453,16577,16783,40496,0
7280,20000,Single,Univ,Female,48,0,0,20885,20373,2157,1660,0
7281,50000,Married,GradSch,Male,46,0,0,9536,0,7014,1261,0
7282,230000,Single,Univ,Female,43,1,2,73757,69748,0,1200,0
7283,80000,Married,GradSch,Female,48,0,0,82391,80977,2925,12265,0
7284,120000,Single,Univ,Female,44,0,0,114538,117171,6000,5500,0
7285,250000,Single,Univ,Female,41,0,0,16884,10397,2000,1000,0
7286,20000,Single,GradSch,Male,43,0,2,546,48,0,948,0
7287,60000,Married,Univ,Male,42,0,0,59331,54989,2000,2000,0
7288,180000,Married,GradSch,Female,41,0,0,6092,3576,4198,13935,0
7289,280000,Married,HighSch,Male,45,0,0,1585,6416,6416,16387,0
7290,460000,Single,HighSch,Female,47,0,0,6302,31293,31321,0,0
7291,60000,Single,Univ,Female,40,0,0,52676,41956,1778,1794,0
7292,140000,Single,HighSch,Male,47,0,0,17376,4879,4907,6284,0
7293,30000,Single,GradSch,Female,50,0,0,0,0,0,0,0
7294,80000,Single,HighSch,Female,49,0,0,1807,133,133,5395,0
7295,220000,Other,HighSch,Female,42,0,0,3378,1531,1531,942,0
7296,80000,Single,Univ,Female,43,0,0,70540,66346,2485,2880,0
7297,310000,Married,HighSch,Female,41,0,0,30680,126866,1.00E+05,16036,0
7298,40000,Married,GradSch,Female,48,1,2,20057,20931,1500,1500,0
7299,50000,Single,Univ,Male,49,0,0,49551,42517,1707,1321,0
7300,60000,Married,GradSch,Female,48,0,0,58186,58364,2382,2373,0
7301,20000,Married,Univ,Female,46,0,0,15749,16221,1500,5000,0
7302,320000,Single,Univ,Male,46,0,0,36831,28785,28791,13227,0
7303,360000,Married,HighSch,Female,43,0,0,4644,1417,1417,3588,0
7304,2.00E+05,Married,Univ,Male,44,0,2,7340,5980,0,4486,0
7305,340000,Married,Univ,Female,44,0,0,18495,1609,1611,17709,0
7306,230000,Single,HighSch,Female,48,0,0,2227,3496,3496,4091,0
7307,90000,Single,Univ,Female,47,0,0,2943,906,906,669,0
7308,2.00E+05,Married,Univ,Female,40,0,0,47236,45200,1800,1603,0
7309,190000,Married,GradSch,Male,44,0,0,187780,189924,6781,7071,0
7310,80000,Married,GradSch,Female,42,0,0,63436,49544,2096,1970,0
